code_etab;id_contrib;comment_1;note_globale_1;sentiment_SERVICE_1;target_SERVICE_1;sample_SERVICE_1;sentiment_AMBIANCE_1;target_AMBIANCE_1;sample_AMBIANCE_1;sentiment_QUALITY_1;target_QUALITY_1;sample_QUALITY_1;sentiment_PRICE_1;target_PRICE_1;sample_PRICE_1;sentiment_GENERAL_1;target_GENERAL_1;sample_GENERAL_1;sentiment_LOCATION_1;target_LOCATION_1;sample_LOCATION_1;comment_2;note_globale_2;sentiment_SERVICE_2;target_SERVICE_2;sample_SERVICE_2;sentiment_AMBIANCE_2;target_AMBIANCE_2;sample_AMBIANCE_2;sentiment_QUALITY_2;target_QUALITY_2;sample_QUALITY_2;sentiment_PRICE_2;target_PRICE_2;sample_PRICE_2;sentiment_GENERAL_2;target_GENERAL_2;sample_GENERAL_2;sentiment_LOCATION_2;target_LOCATION_2;sample_LOCATION_2;comment_3;note_globale_3;sentiment_SERVICE_3;target_SERVICE_3;sample_SERVICE_3;sentiment_AMBIANCE_3;target_AMBIANCE_3;sample_AMBIANCE_3;sentiment_QUALITY_3;target_QUALITY_3;sample_QUALITY_3;sentiment_PRICE_3;target_PRICE_3;sample_PRICE_3;sentiment_GENERAL_3;target_GENERAL_3;sample_GENERAL_3;sentiment_LOCATION_3;target_LOCATION_3;sample_LOCATION_3;summary_SERVICE;summary_AMBIANCE;summary_QUALITY;summary_PRICE;summary_GENERAL;summary_LOCATION
51162802;595ba7350df9245812d40618;"Très déçu, nous sommes passe hier soir au drive et dans notre commande nous avions demandé des dips dans les magic box et nous avons eux des hamburgers, nous avons demandé un Quick n toast sans bacon et nous avons un Quick n toast avec du bacon sur le bord du sandwich donc vous avez juste retirer le bacon du sandwich déjà fait... honteux et je passe l'amabilité de la personne au drive.... je ne passerai plus jamais dans se Quick";1;"-";"-";"-";"-";"-";"-";"negative";"hamburgers, bacon du sandwich";"nous avons demandé un Quick n toast sans bacon et nous avons un Quick n toast avec du bacon sur le bord du sandwich donc vous avez juste retirer le bacon du sandwich déjà fait";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Pour la troisième fois en quatre mois, je me suis présenté au comptoir, et pour la troisième fois je suis reparti au bout de plus d'un quart d'heure sans être servi, sans même obtenir un regard de qui que ce soit, à part des clients médusés qui m'ont vu attendre désespérément. J'ai persisté et y suis allé trois fois car j'avais connu l'ex directeur et il y a quelques années la qualité et l'accueil étaient au rendez vous. Je pense qu'il est préférable de mettre un terme à ce genre de concept, au delà même de la qualité, lorsque le client n'est pas servi dans un resto rapide Quick signifie vite, il faut tout stopper. Précisions, je viens toujours vers 14h00, il y avait une personne de ménage dans la salle, et une personne au drive avec micro et qui m'a vu attendre, qui ne m'a pas salué et qui n'a appelé personne. Il y avait un cuisinier, et c'est tout. Adieu définitif à Quick, et aux autres, car je suis allé en face chez le marchand de poulet, j'ai été servi rapidement mais le sandwich était véritablement immonde. Finis donc pour moi la délicieuse (ex) mal bouffe. Définitivement.";1;"negative";"accueil";"J'ai persisté et y suis allé trois fois car j'avais connu l'ex directeur et il y a quelques années la qualité et l'accueil étaient au rendez vous";"-";"-";"-";"negative";"sandwich";"j'ai été servi rapidement mais le sandwich était véritablement immonde";"-";"-";"-";"negative";"resto";"lorsque le client n'est pas servi dans un resto rapide Quick signifie vite";"-";"-";"-";"Très déçu, nous sommes passe hier soir au drive et dans notre commande nous avions demandé des dips dans les magic box et nous avons eux des hamburgers, nous avons demandé un Quick n toast sans bacon et nous avons un Quick n toast avec du bacon sur le bord du sandwich donc vous avez juste retirer le bacon du sandwich déjà fait... honteux et je passe l'amabilité de la personne au drive.... je ne passerai plus jamais dans se Quick";1;"-";"-";"-";"-";"-";"-";"negative";"hamburgers, bacon du sandwich";"nous avons demandé un Quick n toast sans bacon et nous avons un Quick n toast avec du bacon sur le bord du sandwich donc vous avez juste retirer le bacon du sandwich déjà fait";"-";"-";"-";"-";"-";"-";"-";"-";"-";"negative";"-";"negative";"-";"negative";"-"
51164266;5667cc96d1db7e18d3037a3e;"Très agréable petit resto, avec une serveuse souriante et dynamique. Tarifs corrects pour un dimanche midi.";5;"positive";"serveuse";"avec une serveuse souriante et dynamique";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"resto";"Très agréable petit resto";"-";"-";"-";"Très agréable petit resto, avec une serveuse souriante et dynamique. Tarifs corrects pour un dimanche midi.";5;"positive";"serveuse";"avec une serveuse souriante et dynamique";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"resto";"Très agréable petit resto";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"-";"-";"positive";"-"
51168833;5667cc97d1db7e18d3037d73;"Joli cadre service trop long cuisson pas respectée  le serveur tiens pas compte des remarques dommage la cuisine est correct";2;"positive";"service, serveur";"Joli cadre service trop long cuisson pas respectée  le serveur tiens pas compte des remarques dommage la cuisine est correct";"-";"-";"-";"positive";"cuisine";"Joli cadre service trop long cuisson pas respectée  le serveur tiens pas compte des remarques dommage la cuisine est correct";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Excellent rapport qualité / prix. Très bien accueilli. Différents menus très sympa. Bien servi, frites maison, très bonne qualité pour le menu 18,90 € et pour gros mangeur: très bien. Je le recommanderai à des amis.";2;"-";"-";"-";"-";"-";"-";"positive";"frites";"frites maison";"positive";"qualité / prix";"Excellent rapport qualité / prix";"-";"-";"-";"-";"-";"-";"Attente interminable, prix très élevés, personnel antipathique. Un restaurant à touristes parmi d'autres. À ÉVITER.";2;"negative";"Attente, personnel";"personnel antipathique";"-";"-";"-";"-";"-";"-";"negative";"prix";"prix très élevés";"negative";"restaurant";"Un restaurant à touristes parmi d'autres";"-";"-";"-";"neutral";"-";"positive";"neutral";"negative";"-"
51169933;57aa0fbde432fc15d70f0d4c;"Le meilleur que j'ai jamais manger et laccueil es parfait, l'assiette es énorme le lieu es propre et les prix sont minime par rapport a ce qu'il y a rien à rajouter juste parfait";5;"-";"-";"-";"-";"-";"-";"positive";"assiette";"l'assiette es énorme le lieu es propre et les prix sont minime par rapport a ce qu'il y a rien à rajouter juste parfait";"positive";"prix";"l'assiette es énorme le lieu es propre et les prix sont minime par rapport a ce qu'il y a rien à rajouter juste parfait";"-";"-";"-";"-";"-";"-";"C'est la dernière fois que je vais dans cet établissement. Minimum 30 minutes  d'attente en plus du temps annoncer et personnel non à l'écoute du client ( erreur à chaque commande). Si vous voulez perdre votre temps, vous pouvez y aller";5;"positive";"attente, personnel";"Minimum 30 minutes  d'attente en plus du temps annoncer et personnel non à l'écoute du client ( erreur à chaque commande)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Le meilleur que j'ai jamais manger et laccueil es parfait, l'assiette es énorme le lieu es propre et les prix sont minime par rapport a ce qu'il y a rien à rajouter juste parfait";5;"-";"-";"-";"-";"-";"-";"positive";"assiette";"l'assiette es énorme le lieu es propre et les prix sont minime par rapport a ce qu'il y a rien à rajouter juste parfait";"positive";"prix";"l'assiette es énorme le lieu es propre et les prix sont minime par rapport a ce qu'il y a rien à rajouter juste parfait";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"positive";"-";"-"
51174257;5667cc8dd1db7e18d30350a6;"très bon accueil , j'y suis aller il a quelques mois en famille on a très bien mangés, le fait maison  se ressent dans les différents plats proposés, je le recommande vivement , n'hésitez pas a y aller vous ne serez pas déçus ni sur la cuisine ni sur le personnel très souriant, aimable, ... .";5;"positive";"accueil, personnel";"n'hésitez pas a y aller vous ne serez pas déçus ni sur la cuisine ni sur le personnel très souriant";"-";"-";"-";"positive";"plats, cuisine";"n'hésitez pas a y aller vous ne serez pas déçus ni sur la cuisine ni sur le personnel très souriant";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Très bon accueil, bon rapport qualité prix. Tout est fait maison ce qui est un plus. La cuisine est excellente et le cadre joli. Le service est superbe, serveuse très souriante. A recommander vivement.";5;"positive";"accueil, service, serveuse";"serveuse très souriante";"positive";"cadre";"La cuisine est excellente et le cadre joli";"positive";"cuisine";"La cuisine est excellente et le cadre joli";"positive";"qualité prix";"bon rapport qualité prix";"-";"-";"-";"-";"-";"-";"très bon accueil , j'y suis aller il a quelques mois en famille on a très bien mangés, le fait maison  se ressent dans les différents plats proposés, je le recommande vivement , n'hésitez pas a y aller vous ne serez pas déçus ni sur la cuisine ni sur le personnel très souriant, aimable, ... .";5;"positive";"accueil, personnel";"n'hésitez pas a y aller vous ne serez pas déçus ni sur la cuisine ni sur le personnel très souriant";"-";"-";"-";"positive";"plats, cuisine";"n'hésitez pas a y aller vous ne serez pas déçus ni sur la cuisine ni sur le personnel très souriant";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"positive";"-";"-"
51176457;5667cc97d1db7e18d3037dc6;"L'Ile Bleue est vraiment un excellent resto du midi qui offre une véritable cuisine, travaillée et à un cout très très raisonnable. C'est souvent bondé donc vaut mieux réserver. De plus, l'établissement est assez bruyant ce qui accentue le côté cantine. Toutefois, niveau culinaire je ne suis jamais déçu surtout pour le prix facturé.";4;"-";"-";"-";"positive";"établissement";"l'établissement est assez bruyant ce qui accentue le côté cantine";"positive";"cuisine, culinaire";"niveau culinaire je ne suis jamais déçu surtout pour le prix facturé";"positive";"prix";"niveau culinaire je ne suis jamais déçu surtout pour le prix facturé";"positive";"resto";"L'Ile Bleue est vraiment un excellent resto du midi qui offre une véritable cuisine";"-";"-";"-";"L'Ile Bleue est vraiment un excellent resto du midi qui offre une véritable cuisine, travaillée et à un cout très très raisonnable. C'est souvent bondé donc vaut mieux réserver. De plus, l'établissement est assez bruyant ce qui accentue le côté cantine. Toutefois, niveau culinaire je ne suis jamais déçu surtout pour le prix facturé.";4;"-";"-";"-";"positive";"établissement";"l'établissement est assez bruyant ce qui accentue le côté cantine";"positive";"cuisine, culinaire";"niveau culinaire je ne suis jamais déçu surtout pour le prix facturé";"positive";"prix";"niveau culinaire je ne suis jamais déçu surtout pour le prix facturé";"positive";"resto";"L'Ile Bleue est vraiment un excellent resto du midi qui offre une véritable cuisine";"-";"-";"-";"-";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"positive";"-"
51181196;5667cc97d1db7e18d3037e9e;"Le restaurant est situé dans un endroit privilégié à Paris: une place piétonnière.C'est là son principal intérêt avec le prix du menu: 18 euros,entrée plat et dessert. Seule l'entrée était intéressante, un très bon pâté en croûte, le lapin chasseur sans goût et le dessert quelconque. Les tables sont installées dehors, à l'ombre.";4;"-";"-";"-";"-";"-";"-";"positive";"dessert, pâté, dessert";"entrée plat et dessert";"positive";"prix";"C'est là son principal intérêt avec le prix du menu";"positive";"restaurant, endroit";"Le restaurant est situé dans un endroit privilégié à Paris";"-";"-";"-";"Cuisine traditionnelle de bon niveau , un bon rapport qualité-prix. Terrasse sous véranda très cosie à ce moment de l'année. Service rapide et efficace. Une bonne soirée.";4;"positive";"Service";"Service rapide et efficace";"positive";"Terrasse";"Terrasse sous véranda très cosie à ce moment de l'année";"positive";"Cuisine";"Cuisine traditionnelle de bon niveau";"positive";"qualité - prix";"un bon rapport qualité-prix";"-";"-";"-";"-";"-";"-";"Le restaurant est situé dans un endroit privilégié à Paris: une place piétonnière.C'est là son principal intérêt avec le prix du menu: 18 euros,entrée plat et dessert. Seule l'entrée était intéressante, un très bon pâté en croûte, le lapin chasseur sans goût et le dessert quelconque. Les tables sont installées dehors, à l'ombre.";4;"-";"-";"-";"-";"-";"-";"positive";"dessert, pâté, dessert";"entrée plat et dessert";"positive";"prix";"C'est là son principal intérêt avec le prix du menu";"positive";"restaurant, endroit";"Le restaurant est situé dans un endroit privilégié à Paris";"-";"-";"-";"positive";"positive";"positive";"positive";"positive";"-"
51183566;5667cc97d1db7e18d3037f44;"un tres bon restaurant très propre et les produits toujours  frais bon accueil tjs un geste agréable pour le client";5;"positive";"accueil";"un tres bon restaurant très propre et les produits toujours  frais bon accueil tjs un geste agréable pour le client";"-";"-";"-";"positive";"produits";"un tres bon restaurant très propre et les produits toujours  frais bon accueil tjs un geste agréable pour le client";"-";"-";"-";"positive";"restaurant";"un tres bon restaurant très propre et les produits toujours  frais bon accueil tjs un geste agréable pour le client";"-";"-";"-";"Meilleur restaurant chinois d'Avignon. Et j'en ai testé beaucoup. On est jamais déçu même quand on prend à emporter. Le choix des plats et très variés et toujours très bons. J'adore leur wok avec la cuisine en live. Je le conseille les yeux fermés";5;"-";"-";"-";"-";"-";"-";"positive";"plats, wok";"J'adore leur wok avec la cuisine en live";"-";"-";"-";"positive";"restaurant";"Meilleur restaurant chinois d'Avignon";"-";"-";"-";"un tres bon restaurant très propre et les produits toujours  frais bon accueil tjs un geste agréable pour le client";5;"positive";"accueil";"un tres bon restaurant très propre et les produits toujours  frais bon accueil tjs un geste agréable pour le client";"-";"-";"-";"positive";"produits";"un tres bon restaurant très propre et les produits toujours  frais bon accueil tjs un geste agréable pour le client";"-";"-";"-";"positive";"restaurant";"un tres bon restaurant très propre et les produits toujours  frais bon accueil tjs un geste agréable pour le client";"-";"-";"-";"positive";"-";"positive";"-";"positive";"-"
51185564;596f92f91f461455b633d9e8;"les produits sont frais et de bonne qualité et l'accueill et le service irréprochable prix abordable";5;"positive";"service";"les produits sont frais et de bonne qualité et l'accueill et le service irréprochable prix abordable";"-";"-";"-";"positive";"produits";"les produits sont frais et de bonne qualité et l'accueill et le service irréprochable prix abordable";"positive";"prix";"les produits sont frais et de bonne qualité et l'accueill et le service irréprochable prix abordable";"-";"-";"-";"-";"-";"-";"les produits sont frais et de bonne qualité et l'accueill et le service irréprochable prix abordable";5;"positive";"service";"les produits sont frais et de bonne qualité et l'accueill et le service irréprochable prix abordable";"-";"-";"-";"positive";"produits";"les produits sont frais et de bonne qualité et l'accueill et le service irréprochable prix abordable";"positive";"prix";"les produits sont frais et de bonne qualité et l'accueill et le service irréprochable prix abordable";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"positive";"-";"-"
51190889;5667cc98d1db7e18d3038318;"Enfin un restaurant sympa où les pizzas sont très bonnes (et à emportées !) et je ne parle pas des crêpes, c'est un vrai délice ! et les tarifs sont plus que corrects...l'accueil également est super, et notamment avec Sylvie ...";5;"positive";"accueil";"l'accueil également est super";"-";"-";"-";"positive";"pizzas";"Enfin un restaurant sympa où les pizzas sont très bonnes (et à emportées";"positive";"tarifs";"et les tarifs sont plus que corrects";"positive";"restaurant";"Enfin un restaurant sympa où les pizzas sont très bonnes (et à emportées";"-";"-";"-";"Enfin un restaurant sympa où les pizzas sont très bonnes (et à emportées !) et je ne parle pas des crêpes, c'est un vrai délice ! et les tarifs sont plus que corrects...l'accueil également est super, et notamment avec Sylvie ...";5;"positive";"accueil";"l'accueil également est super";"-";"-";"-";"positive";"pizzas";"Enfin un restaurant sympa où les pizzas sont très bonnes (et à emportées";"positive";"tarifs";"et les tarifs sont plus que corrects";"positive";"restaurant";"Enfin un restaurant sympa où les pizzas sont très bonnes (et à emportées";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"positive";"positive";"-"
51192907;57e7e8916e8da979fa52aae4;"Très bon brunch le dimanche: jus de fruits frais, viennoiserie et cake maison, pain délicieux, œufs et pan cakes. Le tout pour 50€ à deux.";4;"-";"-";"-";"-";"-";"-";"positive";"brunch, jus de fruits, pain";"pain délicieux";"-";"-";"-";"-";"-";"-";"-";"-";"-";"N'y allez pas. Le service a été exécrable. On nous a averti en arrivant qu'il fallait commander des plats directement, jusque là pas de souci. Mais revenir toutes les 5 minutes pour nous faire comprendre de nous dépêcher de manger a tout simplement ruiné la soirée de tout le monde. Ça a failli mal se finir.";4;"negative";"service";"Le service a été exécrable";"-";"-";"-";"negative";"plats";"On nous a averti en arrivant qu'il fallait commander des plats directement";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Nous avons trouvé ce restaurant très sympa et convivial, nous sommes allés déjeuner vers 13h30.  Le service est bon tout en étant décontracté, n'avons pas testé le soir avec beaucoup de monde.  Nous avons mangé un très bon Poulet au curry.";4;"positive";"service";"Le service est bon tout en étant décontracté";"-";"-";"-";"positive";"Poulet au curry";"Nous avons mangé un très bon Poulet au curry";"-";"-";"-";"positive";"restaurant";"Nous avons trouvé ce restaurant très sympa et convivial";"-";"-";"-";"neutral";"-";"neutral";"-";"positive";"-"
51196891;5667cc98d1db7e18d30384be;"le personnel est sympathique le service bien fait et l'accueil chaleureux quand à la carte et aux menus le rapport qualité prix est plus qu'excellent quand à  la vue elle est imprenable. J'ai souvent mangé dans ce restaurant et je n'ai jamais regretté mon choix et tous les échos concernant cet établissement vont dans le même sens que moi";5;"positive";"personnel, service, accueil";"le personnel est sympathique le service bien fait et l'accueil chaleureux quand à la carte et aux menus le rapport qualité prix est plus qu'excellent quand à  la vue elle est imprenable";"-";"-";"-";"-";"-";"-";"positive";"qualité prix";"le personnel est sympathique le service bien fait et l'accueil chaleureux quand à la carte et aux menus le rapport qualité prix est plus qu'excellent quand à  la vue elle est imprenable";"positive";"restaurant";"J'ai souvent mangé dans ce restaurant et je n'ai jamais regretté mon choix et tous les échos concernant cet établissement vont dans le même sens que moi";"positive";"vue";"le personnel est sympathique le service bien fait et l'accueil chaleureux quand à la carte et aux menus le rapport qualité prix est plus qu'excellent quand à  la vue elle est imprenable";"Restaurant correct, nous avons mangé des pizzas. Les serveurs étaient sympathiques. Une très belle vue.  Tarif justifié par la proximité du port.";5;"positive";"serveurs";"Les serveurs étaient sympathiques";"-";"-";"-";"positive";"pizzas";"nous avons mangé des pizzas";"-";"-";"-";"positive";"Restaurant";"Restaurant correct";"positive";"vue, port";"Tarif justifié par la proximité du port";"le personnel est sympathique le service bien fait et l'accueil chaleureux quand à la carte et aux menus le rapport qualité prix est plus qu'excellent quand à  la vue elle est imprenable. J'ai souvent mangé dans ce restaurant et je n'ai jamais regretté mon choix et tous les échos concernant cet établissement vont dans le même sens que moi";5;"positive";"personnel, service, accueil";"le personnel est sympathique le service bien fait et l'accueil chaleureux quand à la carte et aux menus le rapport qualité prix est plus qu'excellent quand à  la vue elle est imprenable";"-";"-";"-";"-";"-";"-";"positive";"qualité prix";"le personnel est sympathique le service bien fait et l'accueil chaleureux quand à la carte et aux menus le rapport qualité prix est plus qu'excellent quand à  la vue elle est imprenable";"positive";"restaurant";"J'ai souvent mangé dans ce restaurant et je n'ai jamais regretté mon choix et tous les échos concernant cet établissement vont dans le même sens que moi";"positive";"vue";"le personnel est sympathique le service bien fait et l'accueil chaleureux quand à la carte et aux menus le rapport qualité prix est plus qu'excellent quand à  la vue elle est imprenable";"positive";"-";"positive";"positive";"positive";"positive"
